ID	Symbol	12hr Fold Change	12hr p-value	24hr Fold Change	24hr p-value	48hr Fold Change	48hr p-value
238506_at	LRRC58	 	 	1.185	2.22E-02	 	 
222231_s_at	LRRC59	 	 	1.359	4.11E-03	1.531	1.99E-03
237251_at	LRRC71	 	 	 	 	1.829	1.02E-03
244079_at	LRRC72	 	 	 	 	-1.397	4.72E-02
212978_at	LRRC8B	 	 	1.58	1.81E-02	 	 
220174_at	LRRC8E	 	 	 	 	1.229	4.92E-02
215375_x_at	LRRFIP1	1.508	3.28E-02	 	 	 	 
227513_s_at	LRRFIP1	 	 	-1.229	1.97E-02	 	 
223492_s_at	LRRFIP1	 	 	 	 	1.561	7.38E-03
238840_at	LRRFIP1	 	 	 	 	-1.308	3.29E-02
218364_at	LRRFIP2	1.221	1.87E-02	 	 	1.564	7.78E-03
220610_s_at	LRRFIP2	1.577	2.40E-02	 	 	1.366	2.23E-03
216164_at	LRRN2	 	 	 	 	-1.117	4.85E-02
238815_at	LRRTM1	 	 	 	 	-1.401	3.19E-02
226717_at	LRTOMT	-1.23	1.67E-02	 	 	 	 
225680_at	LRWD1	1.353	4.62E-02	 	 	 	 
221536_s_at	LSG1	1.319	5.88E-03	1.523	1.89E-02	1.765	3.78E-03
223200_s_at	LSG1	 	 	1.534	1.87E-02	1.682	6.26E-04
221535_at	LSG1	 	 	 	 	1.616	1.34E-04
203534_at	LSM1	 	 	 	 	1.109	2.39E-02
225593_at	LSM10	1.155	2.01E-02	1.297	1.35E-02	 	 
212532_s_at	LSM12	1.235	6.65E-03	1.306	1.53E-02	1.145	4.98E-02
212529_at	LSM12	 	 	1.831	1.38E-02	 	 
212132_at	LSM14A	 	 	 	 	-1.327	4.01E-03
224171_at	LSM14B	1.85	1.81E-02	 	 	 	 
209449_at	LSM2	 	 	 	 	1.38	3.15E-02
202209_at	LSM3	 	 	1.147	4.87E-02	1.203	2.86E-03
202737_s_at	LSM4	 	 	1.198	4.98E-02	1.183	1.17E-02
202736_s_at	LSM4	 	 	 	 	1.3	1.12E-02
202903_at	LSM5	 	 	1.219	1.14E-02	 	 
225441_x_at	LSMD1	 	 	1.212	4.10E-02	1.282	3.25E-02
224512_s_at	LSMD1	 	 	 	 	1.375	7.56E-04
208190_s_at	LSR	 	 	 	 	-1.241	3.40E-02
211019_s_at	LSS	 	 	 	 	1.456	2.08E-02
208771_s_at	LTA4H	 	 	-1.158	8.75E-03	 	 
207339_s_at	LTB	-1.359	9.64E-03	 	 	 	 
202728_s_at	LTBP1	 	 	 	 	1.287	3.54E-03
227308_x_at	LTBP3	1.162	3.09E-02	 	 	 	 
219922_s_at	LTBP3	 	 	1.193	1.65E-02	 	 
237144_at	LTBP3	 	 	1.55	2.92E-02	 	 
203005_at	LTBR	 	 	1.192	6.45E-04	 	 
232819_s_at	LTBR	 	 	 	 	1.635	1.03E-02
206480_at	LTC4S	 	 	 	 	-1.443	2.86E-03
202018_s_at	LTF	-1.288	1.72E-02	 	 	 	 
225748_at	LTV1	1.608	1.69E-02	1.548	6.22E-03	1.468	3.36E-02
1557067_s_at	LUC7L	1.152	2.73E-02	1.174	3.34E-02	 	 
220143_x_at	LUC7L	1.254	4.11E-03	1.343	4.55E-02	 	 
223546_x_at	LUC7L	 	 	1.233	7.94E-03	 	 
223295_s_at	LUC7L	 	 	 	 	-1.193	4.46E-02
217842_at	LUC7L2	 	 	 	 	-1.199	1.12E-02
220099_s_at	LUC7L2	 	 	 	 	-1.153	3.50E-02
220044_x_at	LUC7L3	1.109	1.44E-02	1.447	3.69E-02	1.252	1.48E-02
229193_at	LUC7L3	1.793	9.81E-03	 	 	-1.486	2.52E-02
203804_s_at	LUC7L3	 	 	 	 	-1.117	2.86E-02
227443_at	LURAP1L	 	 	 	 	1.209	2.02E-02
225831_at	LUZP1	 	 	-1.126	6.51E-03	 	 
218729_at	LXN	-1.68	1.33E-04	-2.002	3.86E-06	-2.198	2.47E-04
202145_at	LY6E	1.263	7.28E-03	1.11	3.81E-02	 	 
215967_s_at	LY9	 	 	 	 	1.23	4.96E-02
223413_s_at	LYAR	1.731	3.48E-03	2.206	1.62E-04	2.638	1.08E-02
223414_s_at	LYAR	1.573	7.82E-03	2.161	3.15E-02	1.96	1.39E-03
210044_s_at	LYL1	 	 	 	 	1.462	3.20E-02
202625_at	LYN	-2.596	2.37E-02	-2.192	6.47E-03	-2.35	2.57E-02
202626_s_at	LYN	-1.647	2.42E-02	 	 	-1.842	1.29E-02
210754_s_at	LYN	-1.572	1.03E-02	-2.213	3.17E-05	 	 
226305_at	LYNX1	 	 	 	 	1.549	4.18E-02
212909_at	LYPD1	3.117	1.69E-03	1.687	1.96E-03	2.225	1.75E-02
204952_at	LYPD3	-1.282	1.77E-03	-1.411	2.27E-02	 	 
227763_at	LYPD6	1.506	3.72E-03	1.478	2.12E-02	1.463	4.76E-02
227764_at	LYPD6	1.374	2.70E-02	1.456	9.47E-03	1.341	3.40E-02
239028_at	LYPD6	 	 	1.828	4.83E-03	1.477	1.95E-02
228360_at	LYPD6B	-1.169	8.45E-03	 	 	-1.457	2.82E-02
212449_s_at	LYPLA1	 	 	-1.551	2.24E-02	-1.498	3.00E-02
203007_x_at	LYPLA1	 	 	 	 	-1.273	1.81E-02
230174_at	LYPLAL1	1.467	3.45E-02	 	 	 	 
203897_at	LYRM1	1.37	3.78E-03	1.321	1.14E-02	1.369	1.20E-02
221311_x_at	LYRM2	 	 	1.15	3.23E-02	 	 
227797_x_at	LYRM2	 	 	1.648	3.82E-03	 	 
218561_s_at	LYRM4	 	 	1.829	6.54E-03	 	 
225469_at	LYRM5	 	 	-1.115	2.19E-02	 	 
228841_at	LYRM7	1.68	3.35E-02	1.549	1.45E-02	1.431	2.56E-03
239960_x_at	LYRM7	1.417	3.55E-02	1.995	1.13E-02	 	 
240344_x_at	LYRM7	1.559	3.21E-02	1.707	1.63E-02	1.747	1.77E-02
231840_x_at	LYRM7	 	 	 	 	1.734	3.16E-02
226748_at	LYSMD2	1.164	5.18E-03	1.343	3.53E-03	1.403	1.34E-02
228954_at	LYSMD4	 	 	 	 	1.255	1.70E-02
226087_at	LZIC	 	 	 	 	1.664	3.16E-02
222632_s_at	LZTFL1	 	 	 	 	1.274	5.36E-03
221722_x_at	LZTS1	 	 	 	 	1.41	2.19E-02
1555881_s_at	LZTS2	 	 	 	 	-1.418	2.38E-02
200901_s_at	M6PR	 	 	1.099	3.27E-03	 	 
1554147_s_at	MAATS1	1.239	3.02E-02	 	 	 	 
1553333_at	MAB21L3	 	 	 	 	1.23	2.19E-02
208633_s_at	MACF1	 	 	1.357	9.93E-03	 	 
215222_x_at	MACF1	 	 	1.224	8.43E-03	 	 
207358_x_at	MACF1	 	 	 	 	1.315	1.07E-02
1561677_at	MACROD2	 	 	1.411	2.66E-02	 	 
1563209_a_at	MACROD2	 	 	-1.315	3.20E-02	 	 
235278_at	MACROD2	 	 	-1.649	4.73E-02	-1.628	1.96E-02
1554768_a_at	MAD2L1	1.416	5.09E-04	1.358	2.74E-02	1.393	2.03E-03
203362_s_at	MAD2L1	1.244	1.86E-02	 	 	 	 
203094_at	MAD2L1BP	 	 	 	 	1.245	2.07E-02
223234_at	MAD2L2	1.262	1.48E-02	1.245	1.19E-02	1.293	7.95E-05
38398_at	MADD	-1.122	4.72E-03	 	 	-1.12	3.68E-02
210252_s_at	MADD	 	 	-1.151	4.22E-02	 	 
207922_s_at	MAEA	 	 	1.128	3.81E-03	 	 
209348_s_at	MAF	-2.286	1.21E-03	-2.802	3.69E-03	 	 
229327_s_at	MAF	 	 	 	 	-2.008	3.97E-02
222670_s_at	MAFB	-1.31	1.06E-02	 	 	-1.128	1.16E-02
218559_s_at	MAFB	 	 	-1.291	1.03E-02	 	 
205193_at	MAFF	1.38	3.16E-02	1.279	2.16E-02	 	 
36711_at	MAFF	1.65	1.48E-03	1.835	3.60E-02	3.141	5.37E-03
206750_at	MAFK	 	 	 	 	1.652	1.89E-02
226206_at	MAFK	 	 	 	 	1.264	3.86E-02
216617_s_at	MAG	1.552	1.84E-02	 	 	1.752	3.98E-02
209014_at	MAGED1	 	 	-1.122	6.58E-03	 	 
208682_s_at	MAGED2	 	 	-1.116	3.89E-02	 	 
225465_at	MAGI1	 	 	 	 	-1.824	4.29E-02
225474_at	MAGI1	 	 	 	 	-1.656	8.10E-04
232859_s_at	MAGI1	 	 	 	 	-1.192	2.91E-03
241146_at	MAGI2-AS2	-1.373	2.75E-02	 	 	 	 
229480_at	MAGI2-AS3	1.071	2.32E-02	 	 	 	 
1563318_s_at	MAGIX	 	 	-1.217	3.15E-02	 	 
218894_s_at	MAGOHB	 	 	1.232	3.96E-02	1.442	2.77E-02
221553_at	MAGT1	 	 	 	 	-1.219	1.72E-02
211686_s_at	MAK16	1.468	2.43E-03	1.932	1.67E-02	1.835	6.61E-03
224650_at	MAL2	 	 	-1.288	2.42E-02	-1.409	7.61E-03
1558678_s_at	MALAT1	-1.282	3.39E-02	 	 	 	 
223578_x_at	MALAT1	-1.431	3.60E-02	 	 	 	 
223940_x_at	MALAT1	-1.598	4.85E-02	 	 	 	 
224558_s_at	MALAT1	-1.23	4.72E-02	 	 	-1.892	3.48E-02
224559_at	MALAT1	-1.516	1.16E-03	1.205	4.04E-02	-2.335	3.27E-02
224567_x_at	MALAT1	-1.281	2.86E-02	 	 	 	 
224568_x_at	MALAT1	-1.926	1.63E-02	 	 	 	 
227510_x_at	MALAT1	-1.782	3.52E-02	 	 	 	 
226385_s_at	MALSU1	1.238	1.72E-02	1.141	5.31E-03	1.331	2.91E-02
226386_at	MALSU1	1.276	4.79E-02	1.123	2.20E-02	1.524	3.41E-03
208309_s_at	MALT1	 	 	1.71	2.06E-02	2.356	3.10E-02
210018_x_at	MALT1	 	 	1.606	4.37E-03	2.149	4.25E-03
208116_s_at	MAN1A1	 	 	1.377	7.63E-03	 	 
221760_at	MAN1A1	 	 	1.223	1.01E-02	 	 
232420_x_at	MAN1B1-AS1	 	 	 	 	-1.397	3.91E-02
235103_at	MAN2A1	 	 	-1.305	3.13E-02	-1.502	6.09E-03
209166_s_at	MAN2B1	-1.157	3.77E-02	 	 	 	 
203778_at	MANBA	-1.424	5.44E-03	-1.213	4.51E-02	-1.492	2.20E-02
1554193_s_at	MANEA	1.249	3.44E-02	2.038	1.67E-02	 	 
219003_s_at	MANEA	1.962	2.71E-02	 	 	 	 
222805_at	MANEA	1.604	1.68E-03	1.457	1.83E-02	 	 
226132_s_at	MANEAL	1.661	3.37E-03	 	 	1.442	3.63E-03
231564_at	MANEAL	1.421	2.47E-02	 	 	1.655	5.69E-03
202655_at	MANF	1.286	4.28E-02	1.759	4.71E-03	2.134	8.13E-04
220945_x_at	MANSC1	 	 	 	 	-1.589	5.78E-04
204388_s_at	MAOA	-1.523	1.31E-02	-1.905	5.41E-03	-2.256	6.10E-03
204389_at	MAOA	-1.297	3.00E-02	-1.907	1.49E-03	-1.77	2.38E-02
212741_at	MAOA	-1.542	3.63E-02	-1.769	1.48E-02	-1.519	1.49E-02
204041_at	MAOB	1.304	3.09E-02	 	 	3.05	4.86E-02
203151_at	MAP1A	1.388	2.02E-02	 	 	 	 
212233_at	MAP1B	-1.959	5.71E-04	-1.634	2.62E-02	-1.899	7.21E-03
226084_at	MAP1B	-1.731	7.43E-04	-1.408	1.22E-02	-1.996	3.69E-03
232011_s_at	MAP1LC3A	 	 	 	 	-1.279	3.47E-02
208786_s_at	MAP1LC3B	-1.204	2.44E-02	-1.323	3.21E-03	-1.228	1.19E-02
225540_at	MAP2	-1.386	4.67E-02	 	 	-2.047	2.68E-02
215498_s_at	MAP2K3	-1.485	3.61E-02	 	 	 	 
215499_at	MAP2K3	 	 	-1.348	3.28E-02	-1.519	3.54E-02
207667_s_at	MAP2K3	 	 	 	 	-1.189	1.66E-02
203265_s_at	MAP2K4	1.421	1.42E-02	 	 	1.404	3.51E-02
203266_s_at	MAP2K4	 	 	1.478	2.21E-02	 	 
205698_s_at	MAP2K6	-1.506	4.60E-02	-1.758	1.15E-03	-1.267	8.79E-03
225927_at	MAP3K1	 	 	-1.196	4.23E-02	 	 
206362_x_at	MAP3K10	-1.223	3.92E-02	-1.35	1.91E-02	 	 
1558984_at	MAP3K11	-1.731	4.12E-02	-1.313	3.98E-02	 	 
203652_at	MAP3K11	 	 	-1.161	4.85E-02	 	 
205448_s_at	MAP3K12	-1.24	7.39E-03	-1.62	1.63E-02	 	 
226190_at	MAP3K13	-1.212	2.14E-02	-1.111	8.88E-03	-1.198	9.20E-04
229771_at	MAP3K13	 	 	-1.472	4.41E-02	 	 
1562440_at	MAP3K13	 	 	 	 	1.62	3.63E-02
226556_at	MAP3K13	 	 	 	 	-1.434	7.83E-03
226979_at	MAP3K2	1.106	1.83E-02	 	 	 	 
243505_at	MAP3K3	 	 	 	 	-1.34	3.31E-02
216199_s_at	MAP3K4	 	 	1.416	4.14E-02	 	 
203836_s_at	MAP3K5	-1.531	7.12E-03	-1.09	4.65E-02	 	 
203837_at	MAP3K5	 	 	-1.61	1.58E-02	-1.94	8.45E-04
211537_x_at	MAP3K7	 	 	 	 	1.53	1.07E-03
213927_at	MAP3K9	 	 	 	 	-1.414	5.79E-03
200836_s_at	MAP4	1.311	2.39E-02	 	 	 	 
212566_at	MAP4	 	 	 	 	1.238	4.85E-02
214219_x_at	MAP4K1	 	 	1.1	3.14E-02	 	 
1558732_at	MAP4K4	-1.511	4.48E-02	 	 	 	 
206571_s_at	MAP4K4	-1.164	2.96E-02	 	 	 	 
203553_s_at	MAP4K5	1.234	7.42E-03	 	 	 	 
211081_s_at	MAP4K5	1.547	2.97E-02	1.477	1.92E-02	 	 
242838_at	MAP6D1	 	 	 	 	-1.528	3.29E-02
202889_x_at	MAP7	-1.097	2.13E-02	 	 	 	 
202890_at	MAP7	-1.332	1.05E-02	-1.293	3.05E-02	 	 
215471_s_at	MAP7	-1.237	2.34E-02	 	 	 	 
219626_at	MAP7D3	 	 	1.374	1.13E-03	 	 
235550_at	MAP9	1.308	7.98E-03	 	 	 	 
211500_at	MAPK11	 	 	 	 	-1.193	2.72E-02
210058_at	MAPK13	 	 	 	 	1.083	1.84E-02
212643_at	MAPK1IP1L	1.122	1.47E-02	1.195	2.60E-02	1.241	2.84E-03
212644_s_at	MAPK1IP1L	1.181	1.73E-02	1.234	4.38E-03	1.285	5.81E-03
212499_s_at	MAPK1IP1L	 	 	 	 	-1.444	1.85E-02
207121_s_at	MAPK6	 	 	1.142	2.29E-02	1.231	3.97E-03
210477_x_at	MAPK8	1.687	8.15E-03	 	 	 	 
205050_s_at	MAPK8IP2	 	 	 	 	1.367	4.42E-02
213177_at	MAPK8IP3	 	 	 	 	1.212	4.45E-02
210570_x_at	MAPK9	 	 	 	 	1.239	4.17E-03
229845_at	MAPKAP1	 	 	1.358	4.72E-04	1.288	4.75E-02
201461_s_at	MAPKAPK2	 	 	1.588	1.13E-02	 	 
202787_s_at	MAPKAPK3	1.286	1.28E-02	1.385	7.37E-03	1.38	4.82E-03
212871_at	MAPKAPK5	1.169	5.05E-03	1.273	2.36E-02	1.378	1.43E-02
64432_at	MAPKAPK5-AS1	 	 	1.376	1.82E-02	 	 
1553987_at	MAPKAPK5-AS1	 	 	 	 	1.156	8.48E-03
200712_s_at	MAPRE1	 	 	1.292	2.27E-03	1.17	1.79E-03
200713_s_at	MAPRE1	 	 	1.229	2.26E-03	1.368	1.96E-03
203929_s_at	MAPT	1.871	4.45E-03	 	 	1.285	3.16E-02
206401_s_at	MAPT	1.519	1.10E-02	2.23	1.62E-02	1.975	7.97E-03
225379_at	MAPT	1.527	2.55E-02	1.752	3.48E-02	 	 
203928_x_at	MAPT	 	 	1.697	2.52E-03	1.489	1.07E-03
233117_at	MAPT	 	 	 	 	-1.381	1.78E-02
1563367_at	MAPT-AS1	 	 	 	 	1.348	4.89E-02
219527_at	2-Mar	 	 	 	 	-1.192	3.82E-02
230112_at	4-Mar	 	 	1.59	4.04E-02	 	 
221824_s_at	8-Mar	 	 	 	 	-1.334	1.37E-02
226454_at	9-Mar	 	 	 	 	-1.273	3.79E-02
201669_s_at	MARCKS	-1.544	8.70E-04	-1.97	9.26E-04	-2.059	3.11E-03
225897_at	MARCKS	-1.69	9.58E-03	-2.082	3.99E-03	-2.136	3.29E-04
201670_s_at	MARCKS	 	 	-1.568	3.24E-03	-2.049	1.06E-03
201668_x_at	MARCKS	 	 	 	 	-1.823	8.43E-03
213002_at	MARCKS	 	 	 	 	-1.661	4.23E-03
200644_at	MARCKSL1	 	 	 	 	1.569	8.86E-03
205819_at	MARCO	1.495	1.13E-02	 	 	 	 
1560407_at	MARK1	 	 	1.344	6.38E-03	 	 
211082_x_at	MARK2	 	 	1.406	1.19E-02	 	 
55065_at	MARK4	-1.334	8.58E-04	 	 	-1.525	1.25E-02
201475_x_at	MARS	 	 	1.342	2.95E-02	1.587	1.20E-03
213671_s_at	MARS	 	 	1.298	1.25E-02	1.582	8.19E-04
243529_at	MARS2	1.287	4.72E-02	1.844	1.09E-04	2.055	3.46E-03
223095_at	MARVELD1	 	 	-1.323	2.55E-02	 	 
235141_at	MARVELD2	 	 	-1.217	1.02E-02	-1.19	2.60E-02
239148_at	MARVELD3	-1.168	3.21E-02	 	 	 	 
233634_at	MARVELD3	 	 	 	 	1.268	1.86E-02
210680_s_at	MASP1	 	 	 	 	-1.534	4.80E-02
211593_s_at	MAST2	 	 	1.163	4.19E-03	1.459	8.83E-03
215903_s_at	MAST2	 	 	1.587	4.58E-03	 	 
225611_at	MAST4	 	 	-1.104	2.01E-02	 	 
200768_s_at	MAT2A	 	 	1.225	1.67E-02	 	 
200769_s_at	MAT2A	 	 	 	 	1.121	2.75E-02
229284_at	MAT2B	1.468	1.33E-02	 	 	 	 
202350_s_at	MATN2	 	 	 	 	-1.357	1.90E-02
1558093_s_at	MATR3	 	 	1.242	2.67E-02	 	 
200624_s_at	MATR3	 	 	 	 	-1.209	3.95E-02
242260_at	MATR3	 	 	 	 	2.227	4.19E-03
227465_at	MAU2	-1.276	2.56E-03	 	 	-1.377	5.77E-03
217652_at	MAU2	 	 	 	 	2.067	3.29E-02
226495_at	MAVS	-1.282	3.58E-04	 	 	-1.271	3.00E-02
231829_at	MAVS	-1.12	2.72E-02	 	 	 	 
220305_at	MAVS	 	 	 	 	-1.244	4.32E-02
229741_at	MAVS	 	 	 	 	-1.584	4.10E-02
208403_x_at	MAX	 	 	1.395	3.42E-02	 	 
212064_x_at	MAZ	-1.062	3.16E-02	 	 	-1.35	1.33E-02
204179_at	MB	 	 	-1.92	3.22E-04	-2.196	7.68E-05
1559051_s_at	MB21D1	1.275	1.69E-02	 	 	 	 
227599_at	MB21D2	-1.317	2.09E-02	-1.441	1.21E-02	-1.565	7.30E-05
203353_s_at	MBD1	-1.198	3.84E-02	 	 	 	 
208595_s_at	MBD1	-1.213	2.27E-03	 	 	 	 
41160_at	MBD3	 	 	1.298	8.90E-03	1.368	2.84E-02
209580_s_at	MBD4	1.309	6.50E-03	 	 	 	 
214047_s_at	MBD4	1.238	3.33E-02	 	 	 	 
209579_s_at	MBD4	 	 	1.352	2.10E-04	1.286	1.03E-02
227839_at	MBD5	-1.365	3.54E-02	-1.093	4.39E-02	 	 
227833_s_at	MBD6	 	 	-1.438	2.17E-03	 	 
226076_s_at	MBD6	 	 	 	 	-1.394	4.35E-02
227832_at	MBD6	 	 	 	 	1.307	1.49E-02
230298_at	MBLAC2	1.758	4.21E-02	 	 	 	 
201152_s_at	MBNL1	1.095	3.84E-02	1.185	1.45E-02	 	 
201151_s_at	MBNL1	 	 	1.372	4.08E-02	 	 
205017_s_at	MBNL2	-1.506	4.13E-02	 	 	 	 
203640_at	MBNL2	 	 	-1.587	4.73E-03	-1.493	3.78E-02
205018_s_at	MBNL2	 	 	-1.388	3.30E-02	 	 
219814_at	MBNL3	 	 	 	 	-1.323	2.85E-02
227379_at	MBOAT1	1.274	2.01E-03	 	 	-1.393	2.80E-02
209179_s_at	MBOAT7	 	 	 	 	-1.336	2.85E-02
210136_at	MBP	-1.45	7.82E-03	 	 	 	 
225407_at	MBP	-1.329	4.64E-04	 	 	 	 
226797_at	MBTD1	-1.145	4.12E-02	-1.359	8.78E-03	-1.566	2.03E-02
217543_s_at	MBTPS1	 	 	 	 	-1.162	4.49E-02
226760_at	MBTPS2	1.295	2.45E-02	1.332	1.23E-03	1.376	1.79E-03
206473_at	MBTPS2	 	 	1.242	3.47E-02	 	 
205458_at	MC1R	 	 	 	 	1.491	2.56E-02
1568191_at	MCAM	-1.433	1.93E-02	 	 	 	 
209087_x_at	MCAM	 	 	 	 	1.183	2.57E-02
211042_x_at	MCAM	 	 	 	 	1.364	5.75E-03
218440_at	MCCC1	-1.397	1.34E-02	-1.288	4.63E-03	-1.346	3.90E-04
209624_s_at	MCCC2	 	 	 	 	1.212	2.29E-02
35147_at	MCF2L	-1.148	3.13E-02	 	 	-1.183	3.51E-02
220354_at	MCF2L-AS1	 	 	 	 	-1.444	4.34E-02
1559309_at	MCFD2	1.191	4.52E-02	 	 	 	 
212245_at	MCFD2	 	 	 	 	-1.154	4.20E-02
212246_at	MCFD2	 	 	 	 	1.317	1.11E-02
200797_s_at	MCL1	 	 	-1.396	1.02E-02	 	 
200798_x_at	MCL1	 	 	 	 	-1.089	3.20E-02
220651_s_at	MCM10	1.461	2.32E-03	1.331	7.02E-03	1.415	3.38E-03
222962_s_at	MCM10	1.595	6.76E-03	 	 	1.323	2.04E-02
223570_at	MCM10	1.12	1.88E-02	1.423	1.44E-03	 	 
202107_s_at	MCM2	1.279	3.54E-03	 	 	 	 
201555_at	MCM3	1.175	1.05E-02	 	 	 	 
212269_s_at	MCM3AP	-1.425	2.08E-02	 	 	 	 
215582_x_at	MCM3AP	 	 	 	 	-1.36	2.88E-02
220459_at	MCM3AP-AS1	 	 	1.681	5.52E-03	 	 
232740_at	MCM3AP-AS1	 	 	1.755	3.59E-02	 	 
222036_s_at	MCM4	1.284	5.69E-03	 	 	 	 
222037_at	MCM4	1.7	3.25E-02	 	 	1.665	3.10E-02
212141_at	MCM4	 	 	1.312	2.56E-02	1.571	6.75E-03
212142_at	MCM4	 	 	 	 	1.487	4.78E-02
201755_at	MCM5	1.271	3.93E-03	 	 	1.242	2.50E-02
216237_s_at	MCM5	1.256	1.98E-02	 	 	 	 
201930_at	MCM6	1.34	4.46E-04	 	 	 	 
208795_s_at	MCM7	1.234	7.64E-03	1.198	4.50E-02	1.553	1.42E-02
210983_s_at	MCM7	1.231	1.55E-02	 	 	1.296	5.99E-03
224320_s_at	MCM8	1.362	3.26E-02	1.559	6.78E-03	 	 
233560_x_at	MCM8	 	 	1.654	1.91E-02	 	 
222464_s_at	MCMBP	1.14	4.44E-03	1.234	1.26E-02	1.377	4.21E-03
233028_at	MCMBP	 	 	1.463	2.35E-02	 	 
242308_at	MCOLN3	 	 	-1.894	2.85E-03	 	 
1557292_a_at	MCOLN3	 	 	 	 	-2.263	3.74E-03
229797_at	MCOLN3	 	 	 	 	-1.201	2.94E-02
1554155_at	MCPH1	 	 	1.323	1.94E-02	 	 
202556_s_at	MCRS1	 	 	1.234	3.71E-02	1.133	4.59E-02
1554833_at	MCTP2	 	 	 	 	1.499	7.09E-03
218163_at	MCTS1	 	 	 	 	1.313	1.07E-02
225320_at	MCU	-1.191	8.48E-03	 	 	 	 
220094_s_at	MCUR1	 	 	1.208	3.35E-02	 	 
203062_s_at	MDC1	 	 	1.529	4.09E-02	 	 
211675_s_at	MDFIC	 	 	1.128	1.77E-02	 	 
238543_x_at	MDGA1	 	 	1.256	3.66E-02	1.381	9.17E-03
242757_at	MDGA1	 	 	-1.477	3.59E-02	 	 
200978_at	MDH1	 	 	 	 	1.238	1.70E-02
213761_at	MDM1	1.59	3.44E-02	 	 	 	 
225740_x_at	MDM4	1.29	3.63E-02	 	 	 	 
235162_at	MDM4	1.267	1.04E-02	 	 	 	 
1569484_s_at	MDN1	 	 	 	 	-1.528	2.06E-03
1553508_at	MDS2	 	 	1.503	3.21E-02	 	 
209397_at	ME2	 	 	1.247	5.50E-03	 	 
218061_at	MEA1	 	 	1.13	2.17E-02	 	 
228517_at	MEAF6	-1.24	4.55E-02	 	 	 	 
218165_at	MEAF6	 	 	-1.274	1.55E-03	-1.253	7.26E-03
221884_at	MECOM	 	 	-1.628	4.07E-02	 	 
223247_at	MED10	 	 	1.209	3.49E-02	 	 
216071_x_at	MED12	-1.361	1.21E-02	 	 	 	 
232114_at	MED12L	 	 	 	 	1.956	3.32E-02
223780_s_at	MED13	 	 	1.255	1.71E-02	 	 
244611_at	MED13	 	 	1.621	4.93E-02	 	 
212209_at	MED13L	1.639	1.35E-02	1.799	5.86E-03	1.251	2.99E-03
212208_at	MED13L	 	 	1.354	9.06E-03	1.323	4.22E-03
242911_at	MED13L	 	 	1.465	2.93E-02	 	 
212207_at	MED13L	 	 	 	 	1.501	9.10E-03
221517_s_at	MED17	 	 	 	 	1.401	3.98E-03
212872_s_at	MED20	-1.177	2.80E-02	 	 	 	 
206593_s_at	MED22	 	 	 	 	1.325	1.52E-02
223946_at	MED23	-1.452	1.52E-02	 	 	1.39	2.94E-02
242706_s_at	MED23	-1.549	9.23E-05	-1.403	3.06E-02	-1.27	3.53E-02
218846_at	MED23	 	 	-1.226	6.56E-03	 	 
223947_s_at	MED23	 	 	-1.241	4.37E-02	 	 
213043_s_at	MED24	 	 	1.172	4.78E-02	1.459	4.07E-02
215897_at	MED25	-1.206	4.64E-02	 	 	 	 
51176_at	MED27	1.139	1.34E-02	1.157	2.30E-02	 	 
221598_s_at	MED27	 	 	1.42	1.26E-02	1.79	6.22E-03
227787_s_at	MED30	1.534	4.67E-02	1.304	2.39E-02	1.597	1.69E-02
236241_at	MED31	 	 	1.349	2.41E-03	 	 
222867_s_at	MED31	 	 	 	 	1.342	6.05E-05
217843_s_at	MED4	 	 	-1.281	4.63E-02	-1.741	1.45E-02
210104_at	MED6	1.132	3.91E-02	 	 	1.259	1.33E-02
207079_s_at	MED6	 	 	1.09	1.91E-02	1.251	5.71E-03
205124_at	MEF2BNB	-2.302	1.78E-02	 	 	 	 
209926_at	MEF2BNB	 	 	 	 	1.705	1.58E-02
225641_at	MEF2D	 	 	 	 	-1.265	2.16E-02
210794_s_at	MEG3	-1.232	1.28E-02	 	 	 	 
242246_x_at	MEG3	 	 	1.666	3.96E-02	 	 
231529_at	MEG3	 	 	 	 	1.387	1.66E-02
226869_at	MEGF6	-1.415	4.24E-02	 	 	 	 
213942_at	MEGF6	 	 	 	 	-1.089	2.73E-02
238158_at	MEIG1	-2.599	8.89E-03	 	 	 	 
204069_at	MEIS1	 	 	1.381	4.22E-02	 	 
207480_s_at	MEIS2	-1.261	1.69E-02	-1.139	3.77E-02	 	 
214077_x_at	MEIS3P1	-1.132	4.58E-02	 	 	 	 
204825_at	MELK	 	 	 	 	1.139	1.50E-02
1555522_s_at	MEMO1	1.201	4.24E-02	1.251	1.44E-02	1.468	2.45E-05
219065_s_at	MEMO1	1.126	3.45E-02	1.209	4.88E-02	 	 
219798_s_at	MEPCE	1.236	2.31E-03	 	 	 	 
224679_at	MESDC2	 	 	 	 	1.081	2.08E-02
243387_at	MESP1	1.507	3.72E-02	 	 	 	 
202016_at	MEST	 	 	1.181	1.35E-03	1.249	1.06E-02
212673_at	METAP1	 	 	 	 	-1.157	5.65E-03
227805_at	METAP1D	 	 	1.632	1.79E-02	 	 
1569029_at	METAP1D	 	 	 	 	1.989	6.90E-03
213899_at	METAP2	1.441	2.26E-02	 	 	 	 
227993_at	METAP2	 	 	1.306	4.13E-02	 	 
225955_at	METRNL	1.169	1.57E-02	 	 	 	 
